mean_us,p50_us,p95_us,p99_us,throughput_eps,mean_candidates,divergences,seed,mode,P,engine,n
66.787167,53.203,113.81699999999985,191.0250000000003,14972.936342695897,500.0,0,2026081420,selective,500,reference,10000
10.2648403,8.4,16.700049999999997,36.502,97419.92771188072,1.7257,0,2026081420,selective,500,indexed,10000
10.3093687,8.701,17.801,39.00300000000002,96999.1499091501,1.7257,0,2026081420,selective,500,incremental,10000
59.77929829999999,51.803,97.305,148.81400000000014,16728.199032741075,500.0,0,2026081421,selective,500,reference,10000
9.9677617,8.3,14.001,39.002,100323.4256693757,1.7257,0,2026081421,selective,500,indexed,10000
10.0265389,8.701,16.50599999999993,37.70300000000002,99735.31344899086,1.7257,0,2026081421,selective,500,incremental,10000
58.74941950000001,51.703,94.10405,146.1119900000001,17021.44478210546,500.0,0,2026081422,selective,500,reference,10000
9.6344546,8.401,14.401,36.502,103794.14730959447,1.7257,0,2026081422,selective,500,indexed,10000
9.857729199999998,8.7,15.101,37.30300000000002,101443.2411066841,1.7257,0,2026081422,selective,500,incremental,10000
58.42842759999999,51.802,92.50999999999992,145.61900000000026,17114.95655583927,500.0,0,2026081423,selective,500,reference,10000
9.536761499999999,8.4,14.101,34.80600000000009,104857.39839462275,1.7257,0,2026081423,selective,500,indexed,10000
13.539608299999998,9.401,27.102,57.005000000000045,73857.38034976981,1.7257,0,2026081423,selective,500,incremental,10000
59.32775719999999,51.802,97.805,149.91200000000006,16855.516661937796,500.0,0,2026081424,selective,500,reference,10000
9.795187599999998,8.4,16.30005,38.80300000000002,102090.94923307035,1.7257,0,2026081424,selective,500,indexed,10000
